fiscal_week_id,item_id,merchant_id,merchant_name,city,address,state,zipcode,price
2019-11,476730659,8788420896,merchant97,city97,city97,state97,62720,166.86
2019-15,9482883063,2989585334,merchant12,city12,city12,state12,71178,155.89
2019-15,6277647300,4816680293,merchant70,city70,city70,state70,85377,69.22
2019-11,4342376893,4662131396,merchant49,city49,city49,state49,22145,294.97
2019-15,9685775214,822460751,merchant24,city24,city24,state24,36568,216.64
2019-11,2925921877,4307105422,merchant25,city25,city25,state25,30785,244.42
2019-13,4085908696,3365636329,merchant32,city32,city32,state32,41993,235.34
2019-14,6995017868,1670073542,merchant77,city77,city77,state77,33312,258.86
2019-13,8122619300,1874496358,merchant69,city69,city69,state69,64507,278.02
2019-13,9955716600,2989585334,merchant12,city12,city12,state12,71178,153.46
2019-13,7407047410,822460751,merchant24,city24,city24,state24,36568,209.57
2019-12,590815741,5035605798,merchant14,city14,city14,state14,89309,150.92
2019-13,9373057053,5783216930,merchant81,city81,city81,state81,29410,133.72
2019-12,2612615947,1300557234,merchant64,city64,city64,state64,69260,112.28
2019-14,5344725035,269161413,merchant39,city39,city39,state39,77784,267.95
2019-12,1827110335,2143951321,merchant53,city53,city53,state53,87988,115.55
2019-14,40066459,7167758617,merchant85,city85,city85,state85,38734,176.16
2019-14,2819556651,1927274105,merchant30,city30,city30,state30,53188,245.63
2019-12,8649000732,8958835534,merchant40,city40,city40,state40,21632,132.77
2019-15,2612615947,9279590092,merchant1,city1,city1,state1,42069,145.53
2019-15,1585408521,8315685896,merchant20,city20,city20,state20,64813,132.15
2019-12,9257203786,2542078802,merchant18,city18,city18,state18,63431,50.98
2019-13,5344725035,4662131396,merchant49,city49,city49,state49,22145,292.62
2019-11,9203442635,7608097670,merchant65,city65,city65,state65,77976,55.92
2019-12,991944605,6462028790,merchant87,city87,city87,state87,85094,238.58
2019-12,4371923490,1670073542,merchant77,city77,city77,state77,33312,178.84
2019-13,7548204543,9279590092,merchant1,city1,city1,state1,42069,140.57
2019-12,4627191884,6742349940,merchant44,city44,city44,state44,22009,132.33
2019-14,5305086176,4816680293,merchant70,city70,city70,state70,85377,68.4
2019-13,590815741,6209476193,merchant63,city63,city63,state63,74419,247.2
2019-11,2229567002,2341509923,merchant71,city71,city71,state71,65899,87.34
2019-14,8306458294,8195119537,merchant38,city38,city38,state38,74321,125.23
2019-13,5232424682,974528976,merchant15,city15,city15,state15,61366,110.79
2019-13,2064820915,8287488530,merchant79,city79,city79,state79,62347,274.01
2019-13,382048003,7906793806,merchant27,city27,city27,state27,52483,131.59
2019-14,697239415,9776339918,merchant84,city84,city84,state84,34932,75.17
2019-12,3307208283,3213890025,merchant2,city2,city2,state2,66377,128.16
2019-12,5987223966,1024320965,merchant60,city60,city60,state60,89320,90.17
2019-14,7337302765,2143951321,merchant53,city53,city53,state53,87988,120.51
2019-11,8660418067,8081116301,merchant6,city6,city6,state6,82753,239.71
2019-11,8524135444,9095358316,merchant0,city0,city0,state0,77720,128.11
2019-13,7952023441,1300557234,merchant64,city64,city64,state64,69260,112.77
2019-12,6334043794,2375539243,merchant37,city37,city37,state37,49995,102.11
2019-12,6605377028,974528976,merchant15,city15,city15,state15,61366,113.29
2019-15,40066459,6741933817,merchant35,city35,city35,state35,95092,274.36
2019-15,9892616029,3435374462,merchant3,city3,city3,state3,36060,279.03
2019-15,9042827470,2814297223,merchant67,city67,city67,state67,75209,201.33
2019-12,9360406850,8788420896,merchant97,city97,city97,state97,62720,63.88
2019-11,9144543518,7551242389,merchant61,city61,city61,state61,26385,270.48
2019-11,9230593666,4816680293,merchant70,city70,city70,state70,85377,70.39
2019-13,568380424,4816680293,merchant70,city70,city70,state70,85377,228.09
2019-11,3148444933,2989585334,merchant12,city12,city12,state12,71178,123.73
2019-12,7834430331,8233592212,merchant17,city17,city17,state17,81914,224.48
2019-13,2812300011,9298508556,merchant95,city95,city95,state95,35701,54.48
2019-12,9230593666,3365636329,merchant32,city32,city32,state32,41993,224.64
2019-12,7795216822,9432942812,merchant10,city10,city10,state10,55428,240.76
2019-13,5662626083,9298508556,merchant95,city95,city95,state95,35701,56.31
2019-12,3947027782,3699674355,merchant51,city51,city51,state51,53182,224.47
2019-11,6787772844,7906793806,merchant27,city27,city27,state27,52483,130.8
2019-15,881439643,7567326200,merchant73,city73,city73,state73,57949,262.15
2019-15,1008290250,7287892549,merchant98,city98,city98,state98,76534,65.8
2019-14,226897731,7551242389,merchant61,city61,city61,state61,26385,218.86
2019-15,943157526,6209476193,merchant63,city63,city63,state63,74419,286.86
2019-12,8282589359,4768144021,merchant66,city66,city66,state66,47623,178.09
2019-15,4599423714,9432942812,merchant10,city10,city10,state10,55428,52.01
2019-15,5565169779,9728299983,merchant19,city19,city19,state19,49251,219.98
2019-12,1585408521,7771032390,merchant36,city36,city36,state36,25693,62.2
2019-13,4371923490,450201378,merchant52,city52,city52,state52,75415,125.5
2019-13,9670905288,7608097670,merchant65,city65,city65,state65,77976,260.29
2019-11,5232424682,5032861004,merchant26,city26,city26,state26,45850,54.83
2019-14,2222242797,3213890025,merchant2,city2,city2,state2,66377,134.91
2019-11,7795216822,7608097670,merchant65,city65,city65,state65,77976,281.46
2019-11,5662626083,1813194650,merchant93,city93,city93,state93,37304,156.57
2019-15,2860631783,8788288799,merchant41,city41,city41,state41,68604,55.97
2019-13,710945636,7202172664,merchant22,city22,city22,state22,53511,132.66
2019-12,4232000803,3435374462,merchant3,city3,city3,state3,36060,74.13
2019-12,5776725743,5032861004,merchant26,city26,city26,state26,45850,226.86
2019-15,2827266056,450201378,merchant52,city52,city52,state52,75415,118.07
2019-15,4627191884,8788288799,merchant41,city41,city41,state41,68604,82.93
2019-14,5776725743,9728299983,merchant19,city19,city19,state19,49251,277.05
2019-12,1163151894,269161413,merchant39,city39,city39,state39,77784,244.47
2019-12,573280183,8788288799,merchant41,city41,city41,state41,68604,89.33
2019-14,9189053739,450201378,merchant52,city52,city52,state52,75415,117.42
2019-12,3772070751,8315685896,merchant20,city20,city20,state20,64813,127.09
2019-11,2099548339,7968014915,merchant86,city86,city86,state86,89659,251.53
2019-14,9230593666,9095358316,merchant0,city0,city0,state0,77720,139.63
2019-12,5344725035,853605402,merchant45,city45,city45,state45,36133,89.22
2019-15,1614469620,3431263330,merchant11,city11,city11,state11,90965,224.72
2019-13,40066459,9723804904,merchant83,city83,city83,state83,69159,135.52
2019-13,3867856154,2854756039,merchant94,city94,city94,state94,35095,150.13
2019-12,1585408521,9528648021,merchant48,city48,city48,state48,44553,129.19
2019-11,5336022119,8081116301,merchant6,city6,city6,state6,82753,256.35
2019-15,2612615947,4580029399,merchant59,city59,city59,state59,77530,169.63
2019-12,8815675369,853605402,merchant45,city45,city45,state45,36133,69.89
2019-12,8472103867,6597088699,merchant80,city80,city80,state80,72192,112.12
2019-11,6838903258,8788420896,merchant97,city97,city97,state97,62720,177.73
2019-11,5838106728,9776339918,merchant84,city84,city84,state84,34932,151.21
2019-11,826905783,4816680293,merchant70,city70,city70,state70,85377,222.03
2019-14,8587179516,4307105422,merchant25,city25,city25,state25,30785,233.98
2019-12,2925921877,2521997010,merchant88,city88,city88,state88,63108,203.88
2019-13,9955716600,4846217878,merchant21,city21,city21,state21,32897,191.73
2019-11,4013901684,822460751,merchant24,city24,city24,state24,36568,211.56
2019-13,3731111418,7058420619,merchant34,city34,city34,state34,34719,192.27
2019-14,3772070751,8287488530,merchant79,city79,city79,state79,62347,239.93
2019-14,710945636,8539393125,merchant90,city90,city90,state90,20839,269.5
2019-15,8300992849,2136069578,merchant89,city89,city89,state89,79306,286.24
2019-14,8093541006,1670073542,merchant77,city77,city77,state77,33312,171.62
2019-15,9607302391,974528976,merchant15,city15,city15,state15,61366,264.17
2019-11,597869590,8233592212,merchant17,city17,city17,state17,81914,268.75
2019-12,2925921877,4307105422,merchant25,city25,city25,state25,30785,237.02
2019-14,8944847704,6258623049,merchant8,city8,city8,state8,92495,149.95
2019-12,146177382,5035605798,merchant14,city14,city14,state14,89309,125.26
2019-12,3646391743,7019567516,merchant29,city29,city29,state29,59161,207.2
2019-12,6311620540,6597088699,merchant80,city80,city80,state80,72192,113.04
2019-11,9955716600,8081116301,merchant6,city6,city6,state6,82753,240.73
2019-15,634995391,6781390406,merchant78,city78,city78,state78,73150,75.88
2019-15,697239415,1300557234,merchant64,city64,city64,state64,69260,117.36
2019-11,8306458294,4998568771,merchant99,city99,city99,state99,41065,212.23
2019-14,597869590,6258623049,merchant8,city8,city8,state8,92495,162.39
2019-12,226897731,3213890025,merchant2,city2,city2,state2,66377,136.31
2019-13,1163151894,8195119537,merchant38,city38,city38,state38,74321,66.49
2019-15,8665041259,5894740723,merchant75,city75,city75,state75,21956,307.82
2019-12,8258241784,1300557234,merchant64,city64,city64,state64,69260,113.83
2019-14,9713077150,9279590092,merchant1,city1,city1,state1,42069,144.32
2019-15,3867856154,2136069578,merchant89,city89,city89,state89,79306,302.26
2019-13,6117765041,8315685896,merchant20,city20,city20,state20,64813,283.57
2019-13,5838106728,7167758617,merchant85,city85,city85,state85,38734,129.54
2019-14,1803882375,3365636329,merchant32,city32,city32,state32,41993,240.57
2019-12,2860631783,7608097670,merchant65,city65,city65,state65,77976,282.42
2019-13,9320951960,9723804904,merchant83,city83,city83,state83,69159,180.67
2019-13,9257203786,3431263330,merchant11,city11,city11,state11,90965,98.07
2019-11,597869590,4307105422,merchant25,city25,city25,state25,30785,246.98
2019-11,5386115794,7167758617,merchant85,city85,city85,state85,38734,178.14
2019-13,9955716600,9723804904,merchant83,city83,city83,state83,69159,135.08
2019-11,6838903258,3183111495,merchant23,city23,city23,state23,71840,274.56
2019-11,8835637939,9095358316,merchant0,city0,city0,state0,77720,135.74
2019-12,2812300011,822460751,merchant24,city24,city24,state24,36568,224.29
2019-11,4232000803,4804647077,merchant7,city7,city7,state7,36283,240.62
2019-12,6311620540,3435374462,merchant3,city3,city3,state3,36060,73.19
2019-11,5192095761,8984439423,merchant56,city56,city56,state56,84107,153.76
2019-11,4599423714,7500016917,merchant62,city62,city62,state62,55191,236.53
2019-15,2785404690,9095358316,merchant0,city0,city0,state0,77720,130.4
2019-15,991944605,4307105422,merchant25,city25,city25,state25,30785,231.39
2019-12,5344725035,8081116301,merchant6,city6,city6,state6,82753,123.7
2019-11,6797140286,6597088699,merchant80,city80,city80,state80,72192,108.2
2019-11,7630444365,7500016917,merchant62,city62,city62,state62,55191,230.74
2019-13,2229567002,9095358316,merchant0,city0,city0,state0,77720,140.76
2019-13,8524135444,7767507093,merchant31,city31,city31,state31,35838,160.98
2019-12,8944847704,2812047049,merchant58,city58,city58,state58,61016,129.72
2019-13,4497137251,6597088699,merchant80,city80,city80,state80,72192,108.51
2019-15,2003576520,2989585334,merchant12,city12,city12,state12,71178,148.3
2019-12,2229567002,4201377785,merchant74,city74,city74,state74,92956,178.61
2019-15,8665041259,6203114196,merchant43,city43,city43,state43,30696,116.72
2019-11,3683359342,2143951321,merchant53,city53,city53,state53,87988,158.35
2019-11,8282589359,4816680293,merchant70,city70,city70,state70,85377,69.73
2019-13,6787772844,1813194650,merchant93,city93,city93,state93,37304,159.61
2019-14,6311620540,2854756039,merchant94,city94,city94,state94,35095,157.27
2019-15,1310617137,1024320965,merchant60,city60,city60,state60,89320,146
2019-12,9144543518,4662131396,merchant49,city49,city49,state49,22145,278.34
2019-13,40066459,5704229107,merchant5,city5,city5,state5,81947,263.72
2019-13,8660418067,8395061914,merchant76,city76,city76,state76,44258,94.63
2019-11,2229567002,8184418799,merchant16,city16,city16,state16,30332,268.4
2019-14,5707643621,6258623049,merchant8,city8,city8,state8,92495,162.9
2019-15,8282589359,4580029399,merchant59,city59,city59,state59,77530,263.3
2019-15,7960225174,450201378,merchant52,city52,city52,state52,75415,141.77
2019-11,7429063851,785274618,merchant68,city68,city68,state68,47104,154
2019-11,9129126210,6462028790,merchant87,city87,city87,state87,85094,243.42
2019-15,5662626083,8788288799,merchant41,city41,city41,state41,68604,58.68
2019-12,4310818004,2542078802,merchant18,city18,city18,state18,63431,49.25
2019-13,9257203786,2989585334,merchant12,city12,city12,state12,71178,126.07
2019-14,9482883063,9432942812,merchant10,city10,city10,state10,55428,236.98
2019-12,8282589359,8233592212,merchant17,city17,city17,state17,81914,214.49
2019-15,3148444933,3213890025,merchant2,city2,city2,state2,66377,134.8
2019-15,1585408521,1670073542,merchant77,city77,city77,state77,33312,252.57
2019-13,2925921877,269161413,merchant39,city39,city39,state39,77784,273.6
2019-12,6295238698,2136069578,merchant89,city89,city89,state89,79306,295.87
2019-12,9713077150,2143951321,merchant53,city53,city53,state53,87988,117.99
2019-11,9257203786,450201378,merchant52,city52,city52,state52,75415,123.88
2019-14,1921789501,4147187907,merchant33,city33,city33,state33,45420,103.7
2019-12,6666914868,822460751,merchant24,city24,city24,state24,36568,217.42
2019-13,5232424682,9723804904,merchant83,city83,city83,state83,69159,134.78
2019-15,6787772844,7287892549,merchant98,city98,city98,state98,76534,64.21
2019-12,5192095761,8315685896,merchant20,city20,city20,state20,64813,267.53
2019-12,994979923,4307105422,merchant25,city25,city25,state25,30785,237.19
2019-11,8306458294,6742349940,merchant44,city44,city44,state44,22009,132.92
2019-11,2785404690,269161413,merchant39,city39,city39,state39,77784,273.68
2019-15,9167859851,5026525258,merchant50,city50,city50,state50,44103,258.61
2019-13,7548204543,7551242389,merchant61,city61,city61,state61,26385,271.87
2019-15,2020390214,9513682426,merchant91,city91,city91,state91,80637,117.89
2019-15,8944847704,7202172664,merchant22,city22,city22,state22,53511,196.21
2019-14,6591102855,6781390406,merchant78,city78,city78,state78,73150,75
2019-11,8122619300,269161413,merchant39,city39,city39,state39,77784,245.97
2019-15,1517999400,853605402,merchant45,city45,city45,state45,36133,65.69
2019-14,3307208283,6209476193,merchant63,city63,city63,state63,74419,250.86
2019-13,7591285727,8184418799,merchant16,city16,city16,state16,30332,266.19
2019-15,5900366169,7771032390,merchant36,city36,city36,state36,25693,63.76
2019-11,8258241784,853605402,merchant45,city45,city45,state45,36133,84.44
2019-12,5943204062,6427554213,merchant72,city72,city72,state72,40534,228.23
2019-12,2619565507,9421169288,merchant54,city54,city54,state54,96171,199.2
2019-14,2819556651,8788420896,merchant97,city97,city97,state97,62720,176.13
2019-12,6295238698,9432942812,merchant10,city10,city10,state10,55428,245.93
2019-12,9129126210,7771032390,merchant36,city36,city36,state36,25693,90.42
2019-15,1889288396,822460751,merchant24,city24,city24,state24,36568,171.8
2019-12,3887380125,7202172664,merchant22,city22,city22,state22,53511,128.31
2019-12,8451126488,9095358316,merchant0,city0,city0,state0,77720,136.67
2019-12,2612615947,8395061914,merchant76,city76,city76,state76,44258,58.38
2019-12,9607302391,450201378,merchant52,city52,city52,state52,75415,124.9
2019-12,5707643621,3014668794,merchant4,city4,city4,state4,62780,248.99
2019-12,8835637939,8195119537,merchant38,city38,city38,state38,74321,131.76
2019-14,5943204062,8754187877,merchant28,city28,city28,state28,34982,120.44
2019-11,9320951960,1813194650,merchant93,city93,city93,state93,37304,150.31
2019-14,4310818004,5035605798,merchant14,city14,city14,state14,89309,148.72
2019-11,5305086176,9298508556,merchant95,city95,city95,state95,35701,57.83
2019-13,2827266056,9095358316,merchant0,city0,city0,state0,77720,130.87
2019-11,2429948740,9513682426,merchant91,city91,city91,state91,80637,64.08
2019-12,8696740358,9723804904,merchant83,city83,city83,state83,69159,186
2019-14,8324902437,5836485720,merchant96,city96,city96,state96,54993,245.6
2019-15,5707643621,8788420896,merchant97,city97,city97,state97,62720,69.02
2019-14,2612615947,785274618,merchant68,city68,city68,state68,47104,150.47
2019-15,1815226794,3213890025,merchant2,city2,city2,state2,66377,136.57
2019-12,8610252414,3699674355,merchant51,city51,city51,state51,53182,222.09
2019-15,8587179516,8195119537,merchant38,city38,city38,state38,74321,122.2
2019-15,4599423714,4846217878,merchant21,city21,city21,state21,32897,114.89
2019-15,9189053739,8958835534,merchant40,city40,city40,state40,21632,286.27
2019-15,7960094117,4846217878,merchant21,city21,city21,state21,32897,182.25
2019-12,2812300011,1024320965,merchant60,city60,city60,state60,89320,92.18
2019-13,9167859851,155556316,merchant92,city92,city92,state92,57194,131.94
2019-12,5867418631,3431263330,merchant11,city11,city11,state11,90965,229.15
2019-15,7282616365,4998568771,merchant99,city99,city99,state99,41065,206.42
2019-15,6617497001,5035605798,merchant14,city14,city14,state14,89309,159.51
2019-11,5662626083,282029252,merchant46,city46,city46,state46,77353,184.78
2019-12,9768067357,269161413,merchant39,city39,city39,state39,77784,279.53
2019-12,9955716600,4846217878,merchant21,city21,city21,state21,32897,188.79
2019-11,7101255339,4307105422,merchant25,city25,city25,state25,30785,233.74
2019-14,1921789501,7500016917,merchant62,city62,city62,state62,55191,221.17
2019-11,4030668994,6781390406,merchant78,city78,city78,state78,73150,308.92
2019-15,1008290250,3014668794,merchant4,city4,city4,state4,62780,263.01
2019-15,9189053739,4147187907,merchant33,city33,city33,state33,45420,102.67
2019-15,9129126210,3183111495,merchant23,city23,city23,state23,71840,58.95
2019-12,9042827470,3431263330,merchant11,city11,city11,state11,90965,90.16
2019-13,1614469620,2375539243,merchant37,city37,city37,state37,49995,93.82
2019-13,7591285727,155556316,merchant92,city92,city92,state92,57194,130.42
2019-15,573280183,1337860021,merchant57,city57,city57,state57,20280,208.91
2019-13,1517999400,2812047049,merchant58,city58,city58,state58,61016,136.16
2019-11,6334043794,9723804904,merchant83,city83,city83,state83,69159,132.7
2019-15,4969664403,1927274105,merchant30,city30,city30,state30,53188,247.06
2019-15,9042827470,8395061914,merchant76,city76,city76,state76,44258,60.41
2019-15,3126578006,8184418799,merchant16,city16,city16,state16,30332,262.26
2019-14,7842669711,5026525258,merchant50,city50,city50,state50,44103,144.71
2019-12,6591102855,9298508556,merchant95,city95,city95,state95,35701,54.55
2019-14,110182091,2143951321,merchant53,city53,city53,state53,87988,165.05
2019-15,6396984062,4846217878,merchant21,city21,city21,state21,32897,183.54
2019-15,295824976,8539393125,merchant90,city90,city90,state90,20839,148.74
2019-15,7519578543,6462028790,merchant87,city87,city87,state87,85094,231.04
2019-12,8130162427,3699674355,merchant51,city51,city51,state51,53182,214.46
