fiscal_week_id,store_id,item_id,item_cost_amt,item_qty,sales_amt_no_discount,sales_amt
2019-11,7382791459,7548204543,97.34,362,7620.55,9071.33
2019-11,7382791459,7529341861,210.69,350,3686.09,10523
2019-11,7382791459,1815226794,282.14,362,2885.47,8798.09
2019-11,7382791459,1585408521,75.09,313,4129.32,8370.68
2019-11,7382791459,1346558886,269.22,465,7007.93,13867.76
2019-11,7382791459,6396984062,86.55,312,3811.36,10145.52
2019-11,7382791459,7630444365,104.21,341,3189.37,9054.44
2019-11,7382791459,881439643,170.71,441,5633.77,11067.73
2019-11,7382791459,1065599156,57.71,307,4117.49,13805.95
2019-11,7382791459,1614469620,281.51,335,2855.73,11288.28
2019-11,7382791459,8665041259,152.91,429,3317.58,9644.31
2019-11,7382791459,1773835167,110.21,456,5754.2,12123.27
2019-11,7382791459,3887380125,296.82,293,7538.8,12365.29
2019-11,7382791459,9670905288,118.4,383,3041.86,14152.67
2019-11,7382791459,9257203786,210.6,396,3886.11,10395.26
2019-11,7382791459,7705756325,122.34,329,6906.2,9138.66
2019-11,7382791459,1076975726,187.74,420,6130.97,9235.7
2019-11,7382791459,7960094117,52.04,422,6126.15,8413.08
2019-11,7382791459,3646391743,97.38,349,2531.93,9972.77
2019-11,8994013709,943157526,136.79,459,4890.43,11545.08
2019-11,8994013709,590815741,266.94,360,5493.77,14479.3
2019-11,8994013709,7952023441,233.77,356,6980.76,13450.61
2019-11,8994013709,8306458294,165.15,450,5234.02,8899.36
2019-11,8994013709,5386115794,98.6,476,2762.1,14164.09
2019-11,8994013709,1310617137,140.77,437,4409.79,10570.23
2019-11,8994013709,5662626083,157.19,483,2870.94,8285.69
2019-11,8994013709,994979923,126.78,466,4814.06,12281.64
2019-11,8994013709,4433742286,169.53,374,4864.45,12875.4
2019-11,8994013709,2064820915,261.3,394,6313.42,14091.33
2019-11,8994013709,8158750511,166.72,452,3856.67,8404.27
2019-11,8994013709,8524135444,249.63,427,2482.13,12061.47
2019-11,8994013709,2812300011,203.35,472,4935.7,10685.68
2019-11,8994013709,9713077150,111.18,357,6676.75,7915.2
2019-11,8994013709,3842884648,60.09,328,6661.03,12976.79
2019-11,8994013709,5590922980,91.42,456,7346.78,13997.85
2019-11,8994013709,9685775214,153.69,311,3344.78,15136.33
2019-11,8994013709,7600303007,70.14,457,3952.58,8557.03
2019-11,8994013709,4232000803,193.13,494,4338.32,8956.18
2019-11,8994013709,8823341865,75.23,474,2335.08,14138.31
2019-11,8994013709,7795216822,176.13,405,2603.45,11344.27
2019-11,8994013709,2099548339,123.46,401,3270.62,10650.81
2019-11,8994013709,5232424682,210.63,471,7432.4,8296.36
2019-11,8994013709,8130162427,223.61,479,5431.43,14858.33
2019-11,8994013709,8730098683,140.79,360,6649.47,12867.16
2019-11,8994013709,7101255339,126.3,447,5029.73,9623.44
2019-11,8994013709,3867856154,79.88,461,7346.79,11051.6
2019-11,8994013709,7282616365,240.76,363,5212.5,13785.53
2019-11,8994013709,5900366169,203.18,346,4862.4,9274.41
2019-11,8994013709,9373057053,141.56,451,5964.21,10871.08
2019-11,8994013709,1163151894,93.47,322,4348.19,13150.59
2019-11,8994013709,364732911,122.57,303,3429.56,9514.65
2019-11,8994013709,295824976,101.2,434,5719.92,11731.34
2019-11,8994013709,1921789501,190.01,443,6308.07,15048.46
2019-11,8994013709,5565169779,209.76,405,3121.26,10445.2
2019-11,8994013709,8324902437,276.32,409,7246.63,13768.1
2019-11,8994013709,6838903258,116.36,450,5268.65,13670.64
2019-11,8994013709,710945636,217.83,358,6081.49,10598.81
2019-11,8994013709,6295238698,240.11,503,4006.46,14574.9
2019-11,8994013709,9189053739,164.26,441,6080.89,12619.38
2019-11,8994013709,3731111418,53.36,373,4977.19,14177.39
2019-11,8994013709,7337302765,85.25,462,3332.27,12206.96
2019-11,8994013709,3422303487,286.67,372,4265.7,13935.87
2019-11,8994013709,8771967450,223.6,481,3812.58,9147.64
2019-11,8994013709,110182091,112.99,467,6704.5,12371.95
2019-11,8994013709,2619565507,61.68,495,3140.2,12290.17
2019-11,8994013709,6277647300,94.92,496,6252.63,14631.82
2019-11,8994013709,3745429857,54.01,357,5498.54,13434.46
2019-11,8994013709,2429948740,224.87,434,5166.76,12527.68
2019-11,8994013709,9013548770,93.94,438,2036.4,11999.3
2019-11,8994013709,1517999400,140.81,435,5325.77,14858.37
2019-11,8994013709,4627191884,146.33,406,3384.89,14976.48
2019-11,8994013709,6311620540,102.91,504,6406.75,12672.01
2019-11,8994013709,7429063851,128.73,370,3771.36,14001.56
2019-11,8994013709,5707412128,82.95,409,2364.89,8652.4
2019-11,8994013709,8314002278,297.36,294,2927.39,9510.89
2019-11,8994013709,1640343751,144.97,380,4567.11,13413.66
2019-11,8994013709,9768067357,145.7,427,6793.79,10315.85
2019-11,8994013709,9167859851,280.91,369,6081.58,11886.07
2019-11,8994013709,7196850026,148.89,376,3465.31,14169.66
2019-11,8994013709,1967383933,189,420,3658.2,12829.26
2019-11,8994013709,8871035152,104.61,332,6783.58,12635.76
2019-11,8994013709,634995391,255.25,342,5822.14,8878.74
2019-11,8994013709,5707643621,71.8,447,3849.84,10047.96
2019-11,8994013709,3683359342,187.27,311,7447.14,8793.57
2019-11,8994013709,9607302391,206.39,454,4743.9,8146.86
2019-11,8994013709,8649000732,88.14,431,3523.4,13625.92
2019-11,8994013709,1735133029,241.52,385,3653.94,8182.93
2019-11,8994013709,6252606095,141.14,491,6464.31,8141.67
2019-11,8994013709,597869590,166.07,463,6416.25,10599.56
2019-11,8994013709,382048003,78.37,362,2541.59,14870.59
2019-11,8994013709,7842669711,92.48,377,2894.71,8499.51
2019-11,8994013709,8279097282,184.23,358,5480.64,10343.23
2019-11,8994013709,2827266056,81.44,377,2628.8,12444.56
2019-11,8994013709,4327970099,247.73,478,7476.18,11983.31
2019-11,8994013709,9320951960,193.07,319,4227.21,9505.18
2019-11,8994013709,7591285727,258.19,353,2115.05,14022.98
2019-11,8994013709,1008290250,92.52,332,2231.74,11311.02
2019-11,8994013709,3772070751,121.04,355,3219.35,10947.78
2019-11,8994013709,826905783,165.92,324,5727.31,10832.43
2019-11,8994013709,6666914868,197.36,481,3623.42,10715.3
2019-11,8994013709,5838106728,170.52,377,5369.55,9153.83
2019-11,8994013709,6787772844,224.1,296,3365.27,8478.96
2019-11,8994013709,8587179516,147.38,442,5504.07,10653.05
2019-11,8994013709,6591102855,121.68,468,3247.17,10247.24
2019-11,8994013709,6117765041,187.37,322,6705.8,14882.04
2019-11,8994013709,8282589359,76.76,323,6092.17,8973.98
2019-11,8994013709,4342376893,208.52,347,6009.74,11591.77
2019-11,8994013709,8660418067,211.31,383,4931.27,8537.64
2019-11,8994013709,1889288396,271.21,333,3247.4,9139.46
2019-11,8994013709,3715236427,217.56,460,7613.88,9394.76
2019-11,8994013709,4030668994,59.35,342,2996.78,15088.7
2019-11,8994013709,7407047410,238.7,438,4942.76,8675.84
2019-11,8994013709,2785404690,245.06,469,2885.99,14427.46
2019-11,8994013709,40066459,158.34,429,2306.96,10990.02
2019-11,8994013709,3148444933,91.89,351,3575.87,8800.26
2019-11,8994013709,6334043794,156.01,378,4543.79,9448.34
2019-11,8994013709,7519578543,202.88,393,7214.27,11260.33
2019-11,8994013709,5305086176,48.07,388,2982.43,13336.07
2019-11,8994013709,8835637939,263.9,507,5934.02,13879.74
2019-11,8994013709,2229567002,153.83,425,6638.18,10440.01
2019-11,8994013709,5943204062,194.95,470,5555.56,11533.64
2019-11,8994013709,1803882375,301.35,419,3846.8,10863.31
2019-11,8994013709,6617497001,101.13,413,2103.22,13459.51
2019-11,8994013709,4664588338,105.79,484,5795.93,15212.88
2019-11,8994013709,8333384770,91.51,431,2747.85,8239.41
2019-11,8994013709,6995017868,172.83,478,3983.26,11557.44
2019-11,8994013709,9203442635,200.38,319,5421.52,8329.88
2019-11,8994013709,5336022119,102.86,490,3613.47,13427.86
2019-11,8994013709,8696740358,299.88,338,5578.51,11366.75
2019-11,8994013709,1359014035,251.95,487,5571.03,8240.41
2019-11,8994013709,9360406850,85.14,358,3318.32,13981.21
2019-11,8994013709,4013901684,125.58,427,3562.39,9614.12
2019-11,8994013709,4599423714,211.67,296,3799.72,14057.82
2019-11,8994013709,6605377028,113.29,425,5834.59,10406.19
2019-11,8994013709,8830409956,146.91,316,6597.92,14271.55
2019-11,8994013709,8944847704,109.19,440,5293.8,12967.45
2019-11,8994013709,1827110335,204.05,487,4623.65,11219.03
2019-11,8994013709,2222242797,247,406,3464.3,12424.96
2019-11,8994013709,2612615947,215.33,500,5853.22,13009.74
2019-11,8994013709,2876851490,106.03,444,2639.29,8600.65
2019-11,8994013709,573280183,142.65,314,2895.7,9703.48
2019-11,8994013709,2003576520,139.44,511,4855.08,10934.25
2019-11,8994013709,8258241784,300.12,397,2650.23,10516.86
2019-11,8994013709,226897731,63.14,455,6237.52,13417.15
2019-11,8994013709,4497137251,288.97,329,6668.27,12117.26
2019-11,8994013709,3824557564,229.46,322,3999.82,8717.22
2019-11,8994013709,4371923490,80.04,424,6668.95,12858.51
2019-11,8994013709,2181145569,67.24,494,5151.4,12682.17
2019-11,8994013709,5344725035,80.72,425,3481.87,12880.11
2019-11,8994013709,2077990442,119.38,295,2616.05,14651.36
2019-11,8994013709,568380424,65.43,420,6521.23,9649.62
2019-11,8994013709,8122619300,167.85,339,4999.69,8677.48
2019-11,8994013709,991944605,212.35,338,3879.26,9029.81
2019-11,8994013709,5001560208,95.57,335,5802.95,8841.79
2019-11,8994013709,2020390214,145.99,464,6026.6,10031
2019-11,8994013709,9955716600,153.88,459,6541.56,13230.28
2019-11,8994013709,8889770580,234.92,337,5287.7,11123.98
2019-11,8994013709,2860631783,292.79,290,5446.92,13843.09
2019-11,8994013709,4420879797,103.59,462,7162.66,9831.8
2019-11,8994013709,4969664403,261.55,401,6822.16,11800.65
2019-11,8994013709,9417732139,76,382,4263.97,9695.19
2019-11,8994013709,3792383018,142.35,314,5273.87,14715.5
2019-11,8994013709,9042827470,228.38,460,4885.51,9020.82
2019-11,8994013709,5987223966,99.59,431,4113,12254.16
2019-11,8994013709,5776725743,98.62,502,3050.14,8534.03
2019-11,8994013709,6714275994,180.64,325,6719.92,14123.67
2019-11,8994013709,3947027782,284.93,412,6649.26,11636.86
2019-11,8994013709,4085908696,223.12,472,4963.52,13944.25
2019-11,8994013709,2925921877,294.05,325,3295.96,8470.02
2019-11,8994013709,2819556651,134.73,431,5416.77,11194.03
2019-11,8994013709,3307208283,240.54,372,2113.76,11655.98
2019-11,8994013709,8335382298,246.68,336,4725.56,10149.53
2019-11,8994013709,6797140286,211.23,444,2165.18,10199.75
2019-11,8994013709,8815675369,58,449,6829.21,10378.61
2019-11,8994013709,8610252414,188.1,358,4572.58,8709.06
2019-11,8994013709,7960225174,172.54,309,4427.59,10167.79
2019-11,8994013709,4310818004,155.51,357,3799.66,11197.22
2019-11,8994013709,9230593666,135.41,503,5314.52,11290.92
2019-11,8994013709,8093541006,156.4,306,5799.09,10135.26
2019-11,8994013709,8645389469,264.22,405,7158.54,11241.82
2019-11,8994013709,8451126488,187.89,387,4055.68,10955.81
2019-11,8994013709,3126578006,264.62,295,5580.27,14616.34
2019-11,8994013709,4695138020,108.19,380,6934.77,12561.05
2019-11,8994013709,8300992849,183.53,376,2509.48,13253.99
2019-11,8994013709,9892616029,248.4,365,4206.84,12292.28
2019-11,8994013709,9482883063,132.66,380,4720.26,11094.96
2019-11,8994013709,7957819832,257.85,410,4564.18,8626.76
2019-11,8994013709,697239415,147.63,465,6685.06,14476.13
2019-11,8994013709,5192095761,99.77,450,5426.19,14421.07
2019-11,8994013709,1803685907,140.59,444,6621.87,14732.19
2019-11,8994013709,9129126210,142.3,380,2937.87,11952.03
2019-11,8994013709,476730659,207.63,383,3710.85,11550.01
2019-11,8994013709,9563830539,230.33,310,2870.44,7777.14
2019-11,8994013709,146177382,82.71,399,5785.97,9581.16
2019-11,8994013709,1216758957,165.91,343,4193.51,11260.1
2019-11,8994013709,7834430331,255.22,353,6923.54,8719.71
2019-11,8994013709,9144543518,211.94,496,2247.5,14099.77
2019-11,8994013709,5867418631,173.2,321,3480.82,11070.23
2019-11,8994013709,8472103867,239.22,380,2686.61,13071.35
2019-11,8994013709,8660065164,267.43,309,5863.42,14170
2019-11,8994013709,7548204543,94.94,353,7119.23,9264.55
2019-11,8994013709,7529341861,200.05,346,3718.73,11019.37
2019-11,8994013709,1815226794,295.25,377,2929.24,8331.26
2019-11,8994013709,1585408521,73.87,330,3789.43,7694.14
2019-11,8994013709,1346558886,266.95,454,7211.39,13148.85
2019-11,8994013709,6396984062,89.34,326,3808.05,10539.22
2019-11,8994013709,7630444365,97.38,325,3321.05,9767
2019-11,8994013709,881439643,172.9,437,5856.5,11170.25
2019-11,8994013709,1065599156,58.71,330,4101.43,13796.98
2019-11,8994013709,1614469620,266.52,327,2752.56,11077.48
2019-11,8994013709,8665041259,161.91,414,3249.07,9523.42
2019-11,8994013709,1773835167,110.54,445,5864.77,12298.28
2019-11,8994013709,3887380125,285.5,304,7660.48,12435.37
2019-11,8994013709,9670905288,124.1,393,3105.58,14817.34
2019-11,8994013709,9257203786,201.2,372,3714.05,10038.05
2019-11,8994013709,7705756325,112.8,323,6575.79,8484.41
2019-11,8994013709,1076975726,185.31,446,6715.18,8630.47
2019-11,8994013709,7960094117,53.86,428,6236.88,8608.69
2019-11,8994013709,3646391743,95.68,367,2439.75,9996.82
2019-11,8725088442,943157526,138.67,458,4933.46,11517.46
2019-11,8725088442,590815741,274.64,374,5239.23,13382.7
2019-11,8725088442,7952023441,246.87,351,6418.31,13290.44
2019-11,8725088442,8306458294,169.72,448,5491.25,8733.9
2019-11,8725088442,5386115794,100.56,472,2863.91,14530.35
2019-11,8725088442,1310617137,136.35,437,4218.43,10694.74
2019-11,8725088442,5662626083,165.83,482,2879.58,8319.29
2019-11,8725088442,994979923,121.51,455,4547.66,12532.89
2019-11,8725088442,4433742286,185.89,385,4798.41,13133.7
2019-11,8725088442,2064820915,278.4,380,6249.48,13942.56
2019-11,8725088442,8158750511,160.49,458,3783.11,8692.12
2019-11,8725088442,8524135444,259.78,415,2553.55,11678.25
2019-11,8725088442,2812300011,197.96,486,4688.14,9990.7
2019-11,8725088442,9713077150,112.09,357,6924.85,8431.57
2019-11,8725088442,3842884648,57.14,325,6174.06,13120.36
2019-11,8725088442,5590922980,95.19,455,7353.38,14775.07
2019-11,8725088442,9685775214,150.27,326,3185.22,13844.62
2019-11,8725088442,7600303007,72.59,432,3829.56,9156.03
2019-11,8725088442,4232000803,204.35,504,4543.08,9563.85
2019-11,8725088442,8823341865,69.37,519,2253.65,14670.01
2019-11,8725088442,7795216822,177.81,434,2605.75,11444.44
2019-11,8725088442,2099548339,121.65,371,3419.43,10950.35
2019-11,8725088442,5232424682,211.42,478,7814.94,8302.16
2019-11,8725088442,8130162427,237.65,450,5061.13,14792.44
2019-11,8725088442,8730098683,135.07,360,6973.55,13367.12
2019-11,8725088442,7101255339,135.04,434,4718.97,9239.96
2019-11,8725088442,3867856154,74.87,472,7565.99,10513.38
2019-11,8725088442,7282616365,255.41,371,5326.28,13593.61
2019-11,8725088442,5900366169,205.42,354,4788.22,9191.94
2019-11,8725088442,9373057053,135.18,486,6305.27,11118.05
2019-11,8725088442,1163151894,96.82,335,4533.11,13053.31
2019-11,8725088442,364732911,122.12,293,3207.65,9485.55
2019-11,8725088442,295824976,99.95,424,5739.81,11187.61
2019-11,8725088442,1921789501,184.26,437,6281.3,15201.81
2019-11,8725088442,5565169779,217.19,421,2960.83,11049.47
2019-11,8725088442,8324902437,261.52,377,7004.23,13435.3
2019-11,8725088442,6838903258,115.86,428,5301.2,13714.49
2019-11,8725088442,710945636,218.9,355,6144.48,10714.16
2019-11,8725088442,6295238698,245.48,485,4172.68,15312.41
2019-11,8725088442,9189053739,170.86,430,6029.24,13041.9
2019-11,8725088442,3731111418,57.45,362,4814.18,13799.55
2019-11,8725088442,7337302765,80.25,466,3384.68,12540.15
2019-11,8725088442,3422303487,293.44,343,4288.83,13810.45
2019-11,8725088442,8771967450,228.01,466,3635.42,8928.82
2019-11,8725088442,110182091,118,469,6511.81,12297.57
2019-11,8725088442,2619565507,64.2,508,3125.38,12833.73
2019-11,8725088442,6277647300,101,488,6128.46,13603.77
2019-11,8725088442,3745429857,52.41,362,6035.15,12616.74
2019-11,8725088442,2429948740,222.84,414,5236.9,12405.26
2019-11,8725088442,9013548770,93.75,454,2189.95,12442.81
2019-11,8725088442,1517999400,144.87,441,5559.08,15491.68
